ts_code,day_group,group_value,year_element,n_cell,marginal_mean,marginal_mean_all,marginal_effect_vs_all,hac_maxlags,formula
000300.SH,branch,子,木,83,0.002621876242646096,0.0001608066806218294,0.0024610695620242663,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,子,火,40,-0.0007467764155638553,0.0001608066806218294,-0.0009075830961856847,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,子,土,44,-0.0020708815261697906,0.0001608066806218294,-0.00223168820679162,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,子,金,78,0.0015043859720102342,0.0001608066806218294,0.0013435792913884049,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,子,水,80,0.0015027696425779136,0.0001608066806218294,0.0013419629619560842,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,丑,木,83,0.001142604572971018,0.0001608066806218294,0.0009817978923491886,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,丑,火,40,0.0014055366111933474,0.0001608066806218294,0.001244729930571518,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,丑,土,44,0.00139241688124881,0.0001608066806218294,0.0012316102006269807,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,丑,金,79,-0.0006697905797994142,0.0001608066806218294,-0.0008305972604212436,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,丑,水,82,-0.0021473905156105984,0.0001608066806218294,-0.0023081971962324276,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,寅,木,83,-0.004716166998129634,0.0001608066806218294,-0.004876973678751463,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,寅,火,42,0.0019956207520063127,0.0001608066806218294,0.0018348140713844833,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,寅,土,42,-0.0006254092546433539,0.0001608066806218294,-0.0007862159352651833,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,寅,金,83,0.00036172497426246276,0.0001608066806218294,0.00020091829364063336,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,寅,水,80,0.0009543703474901835,0.0001608066806218294,0.0007935636668683541,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,卯,木,81,0.003641153891443563,0.0001608066806218294,0.0034803472108217333,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,卯,火,44,-0.0007904952717102697,0.0001608066806218294,-0.0009513019523320991,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,卯,土,41,-0.0007484110418656954,0.0001608066806218294,-0.0009092177224875248,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,卯,金,85,0.0013236196893398027,0.0001608066806218294,0.0011628130087179733,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,卯,水,81,-0.00023547633813172047,0.0001608066806218294,-0.00039628301875354986,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,辰,木,82,-0.004346000356717325,0.0001608066806218294,-0.004506807037339154,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,辰,火,42,0.0011449815747364542,0.0001608066806218294,0.0009841748941146248,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,辰,土,42,-0.00014207109652204924,0.0001608066806218294,-0.00030287777714387866,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,辰,金,84,-0.0016907030255380057,0.0001608066806218294,-0.0018515097061598351,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,辰,水,83,0.0002768296611118914,0.0001608066806218294,0.00011602298049006199,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,巳,木,81,0.0008622185195883811,0.0001608066806218294,0.0007014118389665517,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,巳,火,42,9.497668558456397e-05,0.0001608066806218294,-6.582999503726543e-05,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,巳,土,42,0.00013760439262005514,0.0001608066806218294,-2.3202288001774256e-05,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,巳,金,82,0.0012133358009043826,0.0001608066806218294,0.0010525291202825532,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,巳,水,80,-0.001922024802711566,0.0001608066806218294,-0.0020828314833333953,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,午,木,78,-0.0006817329709879559,0.0001608066806218294,-0.0008425396516097853,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,午,火,42,-0.000359761380584522,0.0001608066806218294,-0.0005205680612063514,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,午,土,44,-0.004432568542287141,0.0001608066806218294,-0.00459337522290897,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,午,金,79,-0.00020584278376620891,0.0001608066806218294,-0.0003666494643880383,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,午,水,83,-0.0005825641601315753,0.0001608066806218294,-0.0007433708407534046,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,未,木,81,0.0024978218517284862,0.0001608066806218294,0.002337015171106657,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,未,火,41,0.002261623841216337,0.0001608066806218294,0.002100817160594508,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,未,土,42,-0.0009412405586127235,0.0001608066806218294,-0.0011020472392345528,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,未,金,78,-0.0002716103276078574,0.0001608066806218294,-0.0004324170082296868,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,未,水,81,-0.0008106350671805478,0.0001608066806218294,-0.0009714417478023772,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,申,木,82,-0.000875611419630077,0.0001608066806218294,-0.0010364181002519065,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,申,火,38,0.0015294642799744906,0.0001608066806218294,0.0013686575993526612,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,申,土,41,0.0008447503744508615,0.0001608066806218294,0.0006839436938290321,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,申,金,78,-0.0009496883662234203,0.0001608066806218294,-0.0011104950468452497,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,申,水,78,-0.001962905218670448,0.0001608066806218294,-0.0021237118992922773,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,酉,木,83,0.001986614984513433,0.0001608066806218294,0.0018258083038916034,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,酉,火,42,-0.0006315432639371956,0.0001608066806218294,-0.000792349944559025,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,酉,土,40,0.0008873033756582261,0.0001608066806218294,0.0007264966950363967,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,酉,金,81,0.0015069158949731955,0.0001608066806218294,0.0013461092143513661,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,酉,水,79,-0.0003472508208308513,0.0001608066806218294,-0.0005080575014526807,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,戌,木,78,0.0025384914110428173,0.0001608066806218294,0.002377684730420988,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,戌,火,41,0.0009045547034889523,0.0001608066806218294,0.0007437480228671229,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,戌,土,40,0.00020763674858184433,0.0001608066806218294,4.683006796001493e-05,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,戌,金,83,0.001928720515540283,0.0001608066806218294,0.0017679138349184537,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,戌,水,84,-0.0002526459789686032,0.0001608066806218294,-0.0004134526595904326,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,亥,木,80,0.005499182634204081,0.0001608066806218294,0.005338375953582252,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,亥,火,42,0.0024020443215110637,0.0001608066806218294,0.002241237640889234,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,亥,土,42,0.0020558472361610256,0.0001608066806218294,0.0018950405555391962,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,亥,金,78,-0.003979906684787056,0.0001608066806218294,-0.004140713365408885,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000300.SH,branch,亥,水,82,0.000277962567672383,0.0001608066806218294,0.00011715588705055359,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
