ts_code,oos_year,stem,oos_effect
000300.SH,2015,甲,-0.0055763194522059105
000300.SH,2015,乙,0.0022555882587017824
000300.SH,2015,丙,-0.0029765852375540167
000300.SH,2015,丁,0.012239331264572526
000300.SH,2015,戊,0.0009997750080543472
000300.SH,2015,己,-0.0005061647160349108
000300.SH,2015,庚,-0.0004453542822886095
000300.SH,2015,辛,0.003860324184818829
000300.SH,2015,壬,-0.003995661881460222
000300.SH,2015,癸,-0.005854933146603814
000300.SH,2016,甲,0.0018269849019293565
000300.SH,2016,乙,0.0008542386546810828
000300.SH,2016,丙,-3.471100655873358e-05
000300.SH,2016,丁,-0.0021114416038694414
000300.SH,2016,戊,-0.0018629676484878312
000300.SH,2016,己,0.0015917802361076366
000300.SH,2016,庚,0.0005307923218099579
000300.SH,2016,辛,-0.003949317075095287
000300.SH,2016,壬,-0.001537583932006871
000300.SH,2016,癸,0.00469222515149013
000300.SH,2017,甲,0.0001535391787749464
000300.SH,2017,乙,-0.002464879431267919
000300.SH,2017,丙,-0.0009566575445793525
000300.SH,2017,丁,0.002699371136050476
000300.SH,2017,戊,-0.0009317846352060817
000300.SH,2017,己,0.0012326071512626519
000300.SH,2017,庚,0.00044082497611186054
000300.SH,2017,辛,-0.0006554898042280546
000300.SH,2017,壬,0.0019821294626627965
000300.SH,2017,癸,-0.0014996604895813233
000300.SH,2018,甲,-0.0005681571499812591
000300.SH,2018,乙,0.001228944449686321
000300.SH,2018,丙,0.0004265045988950765
000300.SH,2018,丁,0.0028802303072974133
000300.SH,2018,戊,0.00011779221590315497
000300.SH,2018,己,-0.00038804349112598105
000300.SH,2018,庚,-0.0022395782262361395
000300.SH,2018,辛,-0.0002589539633726114
000300.SH,2018,壬,-0.002691943919363026
000300.SH,2018,癸,0.001493205178297051
000300.SH,2019,甲,-0.002452465343454697
000300.SH,2019,乙,0.0006517961228882031
000300.SH,2019,丙,-0.0003505464432466839
000300.SH,2019,丁,0.0024033555604268367
000300.SH,2019,戊,0.0033620005128915924
000300.SH,2019,己,-0.000469022529835404
000300.SH,2019,庚,-0.002021698514858188
000300.SH,2019,辛,0.0005716361898416202
000300.SH,2019,壬,0.0002206363977502548
000300.SH,2019,癸,-0.0019156919524035347
000300.SH,2020,甲,0.002078073831491561
000300.SH,2020,乙,-0.0019345129521791918
000300.SH,2020,丙,-0.002811963024696817
000300.SH,2020,丁,0.003970744313092735
000300.SH,2020,戊,-0.003719798210136233
000300.SH,2020,己,-0.0005165711909752584
000300.SH,2020,庚,0.00047197866496838793
000300.SH,2020,辛,-0.002609538651918656
000300.SH,2020,壬,0.003315197002253782
000300.SH,2020,癸,0.0017563902180996894
000300.SH,2021,甲,0.0009757878293610961
000300.SH,2021,乙,-0.003866680541881095
000300.SH,2021,丙,-0.004467607943413502
000300.SH,2021,丁,-0.0009191251407753571
000300.SH,2021,戊,0.0038019866291226054
000300.SH,2021,己,0.0015123782166826757
000300.SH,2021,庚,0.002456711050294616
000300.SH,2021,辛,-0.002895783175805324
000300.SH,2021,壬,0.00012131311156639681
000300.SH,2021,癸,0.003281019964847889
000300.SH,2022,甲,-0.0010453205734399602
000300.SH,2022,乙,-0.0017182179758502363
000300.SH,2022,丙,-0.003255766210759398
000300.SH,2022,丁,-0.004563484614025866
000300.SH,2022,戊,0.0015134866196568424
000300.SH,2022,己,-0.0018559329132394565
000300.SH,2022,庚,0.0010759185540122518
000300.SH,2022,辛,0.0029498732300035973
000300.SH,2022,壬,0.005852645486769402
000300.SH,2022,癸,0.001046798396872824
000300.SH,2023,甲,8.758358915916586e-05
000300.SH,2023,乙,-0.00042534133811155035
000300.SH,2023,丙,-0.0014815535155143509
000300.SH,2023,丁,-0.00046735491715261125
000300.SH,2023,戊,0.0016379951435794024
000300.SH,2023,己,-0.0010381370181438113
000300.SH,2023,庚,0.0015889606657765241
000300.SH,2023,辛,-0.0022959225686997676
000300.SH,2023,壬,0.0008107830793820408
000300.SH,2023,癸,0.001582986879724958
000300.SH,2024,甲,0.0008904238245802103
000300.SH,2024,乙,0.0038875580277401315
000300.SH,2024,丙,-0.004446677092147573
000300.SH,2024,丁,0.002293246582151365
000300.SH,2024,戊,-0.002729263498428036
000300.SH,2024,己,-0.0005525217981833477
000300.SH,2024,庚,-0.0022491848261952784
000300.SH,2024,辛,0.004163976731785384
000300.SH,2024,壬,-0.002636219365516195
000300.SH,2024,癸,0.0013786614142133394
000300.SH,2025,甲,-0.0011404729301462842
000300.SH,2025,乙,-0.0008030339346273458
000300.SH,2025,丙,-0.001218242281278792
000300.SH,2025,丁,0.0015681643869388997
000300.SH,2025,戊,-0.0017804102187121708
000300.SH,2025,己,0.00011707907431160046
000300.SH,2025,庚,-0.0003134025767671741
000300.SH,2025,辛,4.289560053073434e-05
000300.SH,2025,壬,-0.00044781381049522305
000300.SH,2025,癸,0.003975236690245755
